9.957685321000000000e+15 8.078695043599999554e+36 1.999589999999999869e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.907948946800000000e+15 8.033932306800000178e+36 1.994590000000000036e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.858337094600000000e+15 7.989281639900000218e+36 1.989589999999999901e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.808849764600000000e+15 7.944743042800000022e+36 1.984590000000000069e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.759486956600000000e+15 7.900316515700000075e+36 1.979589999999999934e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.710248670800000000e+15 7.856002058499999543e+36 1.974590000000000101e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.661134907200000000e+15 7.811799671099999957e+36 1.969589999999999966e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.612145665600000000e+15 7.767709353699999438e+36 1.964590000000000133e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.563280946100000000e+15 7.723731106199999515e+36 1.959589999999999998e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.514540748800000000e+15 7.679864928600000189e+36 1.954589999999999863e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.465925073500000000e+15 7.636110820900000280e+36 1.949590000000000031e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.417433920400000000e+15 7.592468783099999786e+36 1.944589999999999896e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.369067289400000000e+15 7.548938815199999888e+36 1.939590000000000063e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.320825180500000000e+15 7.505520917200000587e+36 1.934589999999999928e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.272707593800000000e+15 7.462215089099999522e+36 1.929590000000000095e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.224714529100000000e+15 7.419021330900000233e+36 1.924589999999999960e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.176845986600000000e+15 7.375939642600000361e+36 1.919590000000000128e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.129101966200000000e+15 7.332970024299999557e+36 1.914589999999999993e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.081482467900000000e+15 7.290112475799999697e+36 1.909589999999999858e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.033987491700000000e+15 7.247366997200000433e+36 1.904590000000000025e+39 1.000000000000000000e+00 0.000000000000000000e+00
8.986617037600000000e+15 7.204733588500000586e+36 1.899589999999999890e+39 1.000000000000000000e+00 0.000000000000000000e+00
8.939371105600000000e+15 7.162212249799999806e+36 1.894590000000000057e+39 1.000000000000000000e+00 0.000000000000000000e+00
8.892249695800000000e+15 7.119802980899999971e+36 1.889589999999999922e+39 1.000000000000000000e+00 0.000000000000000000e+00
8.845252808100000000e+15 7.077505782000000385e+36 1.884590000000000090e+39 1.000000000000000000e+00 0.000000000000000000e+00
