9.734000439900000000e+15 7.833719999899999578e+36 1.996000000000000013e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.685293984300000000e+15 7.789884189800000553e+36 1.990999999999999878e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.636709691700000000e+15 7.746158326500000136e+36 1.986000000000000046e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.588247562400000000e+15 7.702542410100000341e+36 1.980999999999999911e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.539907596200000000e+15 7.659036440500000334e+36 1.976000000000000078e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.491689793200000000e+15 7.615640417799999767e+36 1.970999999999999943e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.443594153300000000e+15 7.572354341999999822e+36 1.966000000000000110e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.395620676700000000e+15 7.529178212999999665e+36 1.960999999999999975e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.347769363200000000e+15 7.486112030800000478e+36 1.956000000000000143e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.300040212800000000e+15 7.443155795499999550e+36 1.951000000000000008e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.252433225700000000e+15 7.400309507100000424e+36 1.945999999999999873e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.204948401700000000e+15 7.357573165499999906e+36 1.941000000000000040e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.157585740900000000e+15 7.314946770700000358e+36 1.935999999999999905e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.110345243200000000e+15 7.272430322800000250e+36 1.931000000000000072e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.063226908700000000e+15 7.230023821799999582e+36 1.925999999999999937e+39 1.000000000000000000e+00 0.000000000000000000e+00
9.016230737400000000e+15 7.187727267599999884e+36 1.921000000000000105e+39 1.000000000000000000e+00 0.000000000000000000e+00
8.969356729300000000e+15 7.145540660299999626e+36 1.915999999999999970e+39 1.000000000000000000e+00 0.000000000000000000e+00
